Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-F6-A8O4	TCGA-QH-A65S	TCGA-HT-7693	TCGA-FN-7833	TCGA-HT-A5R7	TCGA-FG-8182	TCGA-HT-7474	TCGA-HT-8106	TCGA-WY-A85B	TCGA-FG-6690	TCGA-HW-7490	TCGA-DU-6401	TCGA-DU-7011	TCGA-S9-A6U1	TCGA-HT-7611	TCGA-HT-A5RB	TCGA-E1-A7YH	TCGA-FG-A60J	TCGA-HW-A5KL	TCGA-DB-A75M	TCGA-HT-8114	TCGA-HT-8018	TCGA-P5-A5EW	TCGA-E1-A7Z6	TCGA-E1-A7Z4	TCGA-HT-7884	TCGA-HT-A618	TCGA-HT-7684	TCGA-E1-A7YK	TCGA-DH-5143	TCGA-TQ-A7RJ	TCGA-HW-7489	TCGA-S9-A7R7	TCGA-CS-6667	TCGA-DU-A76O	TCGA-HT-7470	TCGA-HT-7478	TCGA-S9-A7R4	TCGA-S9-A6TU	TCGA-DB-5276	TCGA-P5-A736	TCGA-HW-8319	TCGA-DU-8163	TCGA-HT-7879	TCGA-P5-A733	TCGA-DH-A66D	TCGA-DB-A64S	TCGA-FG-A60L	TCGA-HT-7688	TCGA-TM-A84L	TCGA-FG-6689	TCGA-TM-A84F	TCGA-HT-7902	TCGA-FG-8191	TCGA-WY-A85A	TCGA-HW-A5KM	TCGA-P5-A72X	TCGA-DB-A4XC	TCGA-HT-7880	TCGA-S9-A6U9	TCGA-DU-5853	TCGA-TM-A7CA	TCGA-E1-A7Z3	TCGA-RY-A843	TCGA-DB-5280	
Amplification Peak  5 - CN values	4q12    	chr4:53507031-54245443(probes 74010:74086)        	chr4:53516908-54236286(probes 74011:74085)        	chr4:48067891-56590400(probes 73827:74335)        	0.11733	 0.13386		Actual Copy Change Given	-0.0048461	0.0023134	-0.011749	0.019223	3.6569	-0.0059522	0	0.032986	0.0092583	-0.005814	0.0019425	0.0063871	0.0037465	0	0.0073669	0.001803	0.047978	0.2642	0.0034687	-0.0019399	-0.0019399	0.0022193	-0.012989	-0.020344	0.0026357	0	0.0039609	0.00458	0.02806	-0.0041726	-0.0027707	0.0046595	0.0023581	0.029888	0.00176	0.059922	-0.010922	-0.012942	0.018741	0.010146	-0.010068	0.40311	-0.012192	0.001181	-0.0099624	-0.011749	0	-0.017391	-0.27308	-0.0015243	0.0062481	0.0049969	0.023286	0.0051359	0.012627	-0.00041585	0.0020805	-0.015039	0.015184	-0.012162	-0.0055375	-0.0027707	-0.0077482	-0.0027707	-0.0029091	
Amplification Peak  6 - CN values	4q12    	chr4:54450421-56570857(probes 74110:74333)        	chr4:54460278-56561085(probes 74111:74332)        	chr4:48067891-56590400(probes 73827:74335)        	0.11733	 0.13386		Actual Copy Change Given	-0.0048461	0.0023134	-0.011749	0.019223	3.6569	-0.0059522	0	0.032986	0.0092583	-0.005814	0.0019425	0.0063871	0.0037465	0	0.0073669	0.001803	0.047978	0.2642	0.0034687	-0.0019399	-0.0019399	0.0022193	-0.012989	-0.020344	0.0026357	0	0.0039609	0.00458	0.02806	-0.0041726	-0.0027707	0.0046595	0.0023581	0.029888	0.00176	0.059922	-0.010922	-0.012942	0.018741	0.010146	-0.010068	0.40311	-0.012192	0.001181	-0.0099624	-0.011749	0	-0.017391	-0.27308	-0.0015243	0.0062481	0.0049969	0.023286	0.0051359	0.012627	-0.00041585	0.0020805	-0.015039	0.015184	-0.012162	-0.0055375	-0.0027707	-0.0077482	-0.0027707	-0.0029091	
Amplification Peak  7 - CN values	4q12    	chr4:56873784-56939662(probes 74366:74373)        	chr4:56883556-56930978(probes 74367:74372)        	chr4:56883556-57013735(probes 74367:74382)        	0.11733	 0.11733		Actual Copy Change Given	-0.0048461	0.0023134	-0.011749	0.019223	3.6569	-0.0059522	0	0.032986	0.0092583	-0.005814	0.0019425	0.0063871	0.0037465	0	0.0073669	0.001803	0.047978	0.2642	0.0034687	-0.0019399	-0.0019399	0.0022193	-0.012989	-0.020344	0.0026357	0	0.0039609	0.00458	0.02806	-0.0041726	-0.034904	0.0046595	0.0023581	0.029888	0.00176	-0.046326	-0.010922	-0.012942	-0.021373	0.010146	-0.010068	0.40311	-0.012192	0.001181	-0.0099624	-0.011749	0	-0.017391	-0.27308	-0.0015243	0.0062481	0.0049969	0.023286	0.0051359	0.012627	-0.00041585	-0.093006	-0.015039	0.015184	-0.012162	-0.0055375	-0.0027707	-0.0077482	-0.0027707	-0.0029091	
Amplification Peak  8 - CN values	5p15.1  	chr5:17452257-18355417(probes 89469:89533)        	chr5:17462221-18345763(probes 89470:89532)        	chr5:17462221-18374725(probes 89470:89535)        	0.18988	 0.18988		Actual Copy Change Given	0.0024969	2.5963	0.00097064	-0.034495	0.02735	-0.020887	-0.59677	-0.26372	-0.040616	-0.033541	-0.0041546	-0.0036011	-0.007472	0.0034687	0.00019369	0.0087528	0.019363	0.013074	0.0055529	-0.0062299	0.00061908	-0.059232	-0.0033243	-0.0086901	-0.80584	-0.15657	-0.0091916	-0.00069303	0.017824	-0.0024938	-0.0046756	-0.021784	-0.62322	0.0076392	0.00176	-0.12487	-0.00055444	0.0025441	-0.0056938	-0.10933	0.00097064	-0.0017379	-0.0088829	-0.22092	-0.0022383	-0.40351	-0.0015243	0.0027745	-0.26865	-0.0030513	-0.326	0	-0.097363	-0.26673	-0.011198	-0.00097017	-0.018628	-0.00046578	0.13806	-0.0088526	-0.00027724	-0.00013862	0.031577	0.0013868	-0.010784	
Amplification Peak  9 - CN values	7p21.2  	chr7:14376277-14523500(probes 125047:125063)      	chr7:14380888-14513950(probes 125048:125062)      	chr7:14380888-14542601(probes 125048:125065)      	0.13663	 0.13663		Actual Copy Change Given	0.00041593	0.0066205	-0.0045695	0.11932	0	0.22653	0.002809	0.016006	0.039054	-0.0095157	0	0.086811	0.18268	-0.012851	0.0072278	1.004	0.071822	0.046438	-0.13458	0.0048579	0	0.012202	-0.0029091	-0.00041585	0.027638	0.055873	0.017061	0.072827	0.40711	0.0063871	0.037924	-0.0013858	0.010703	-0.00041585	0.0010664	0.13271	0.00055459	0.00087911	0.011261	0.0067429	0.11096	0.0027745	0.53745	0.046348	0.61006	0.0065262	0.011958	0.049256	0.19208	-0.0050576	-0.0051227	0.064082	0.023286	0.0070826	0.0062481	-0.0020784	0.0033299	-0.0030534	-0.0029091	-0.014778	0.0037465	0.13228	-0.069064	0.011958	0.026373	
Amplification Peak 10 - CN values	7q21.12 	chr7:86860310-87021468(probes 131886:131905)      	chr7:86863855-87011554(probes 131887:131904)      	chr7:86863855-87041297(probes 131887:131907)      	0.11733	 0.11733		Actual Copy Change Given	0.75013	0.031813	0.17272	0.058652	2.6441	0.0024969	0.0071607	0.016006	0.035383	0.00067212	0	0.034818	0.23628	-0.012851	0	0.03544	0.067375	0.042449	0.0051359	0.0048579	0	0.015866	-0.0029091	-0.00041585	0.040326	0.18965	0.014672	0.072827	0.031999	0.0063871	0.11492	0.023005	0.0074028	-0.00041585	0.064477	0.034522	0.00055459	0.027124	0.011261	0.018663	0.53766	0.0027745	0.56077	0.017871	0.0072002	0.0065262	0.079303	-0.0063668	0.075703	-0.0029091	-0.0051227	0.064082	0.023286	0.0416	0.0087528	-0.0020784	0.0033299	-0.0030534	0.13376	-0.0084372	0.052887	0.56525	-0.056038	-0.0017524	0.022725	
Amplification Peak 11 - CN values	7q21.2  	chr7:91893443-93659564(probes 132406:132586)      	chr7:91903415-93650169(probes 132407:132585)      	chr7:91903415-93678353(probes 132407:132588)      	0.11733	 0.11733		Actual Copy Change Given	0.75013	0.031813	0.93142	0.058652	3.6569	0.0024969	0.0071607	0.016006	0.035383	0.47735	0	0.034818	0.23628	-0.012851	0	0.03544	0.067375	0.042449	0.0051359	0.0048579	0	0.015866	-0.0029091	-0.00041585	0.040326	0.18965	0.014672	0.072827	0.031999	0.0063871	0.11492	0.023005	0.0074028	-0.00041585	0.064477	0.034522	0.00055459	0.027124	0.011261	0.018663	0.53766	0.0027745	0.56077	0.017871	0.0072002	0.0065262	0.079303	-0.0063668	0.075703	-0.0029091	0.020623	0.064082	0.023286	0.0416	0.0087528	-0.0020784	0.0033299	0.062931	0.13376	-0.0084372	0.052887	0.56525	0.63591	0.0038184	0.022725	
Amplification Peak 12 - CN values	7q21.3  	chr7:96665434-102461281(probes 132901:133505)    	chr7:96866787-96874661(probes 132924:132925)      	chr7:96675353-102481268(probes 132902:133507)    	0.11733	 0.16504		Actual Copy Change Given	0.75013	0.031813	0.93142	-0.013264	0.002074	0.0024969	0.0071607	0.016006	0.0055529	0.47735	0	-0.0066432	0.23628	-0.012851	0.0040303	0.03544	0.067375	-0.03817	0.0051359	0.0048579	0	0.015866	-0.0029091	-0.00041585	0.040326	0.18965	0.2203	0.072827	0.031999	0.0063871	0.11492	0.023005	0.0074028	-0.00041585	0.064477	-0.028779	0.00055459	0.027124	0.011261	0.018663	0.53766	0.0027745	0.56077	0.017871	1.3871	0.0065262	0.079303	-0.0063668	0.03214	0.61661	0.020623	0.064082	0.023286	0.0416	0.0087528	-0.0020784	0.0033299	0.062931	0.13376	-0.0084372	0.052887	0.56525	0.63591	0.0038184	-0.02562	
Amplification Peak 13 - CN values	7q31.2  	chr7:116675433-117035036(probes 134966:135003)  	chr7:116685273-117025796(probes 134967:135002)  	chr7:107720992-117409410(probes 134057:135044)  	0.11733	 0.11733		Actual Copy Change Given	0.75013	0.031813	0.93142	0.04812	2.0691	0.0024969	0.083712	0.016006	0.090575	0.47735	0	0.054233	0.23628	-0.012851	0.0040303	0.01852	0.067375	0.023286	0.0051359	0.0048579	0.59566	0.015866	-0.0029091	-0.00041585	0.025671	0.18965	-0.13787	0.072827	0.031999	0.086088	0.11565	0.023005	0.0074028	-0.00041585	0.27044	0.021449	-0.041295	0.027124	0.011261	0.018663	0.61317	0.0027745	0.56077	0.028976	0.79449	0.41329	0.22885	0.56063	0.079735	0.64304	0.020623	0.064082	0.023286	0.0416	0.0087528	-0.0013858	0.0033299	0.062931	0.13376	0.021603	0.052887	0.56525	0.63591	0.0038184	0.026373	
Amplification Peak 14 - CN values	7q36.2  	chr7:128873242-159345973(probes 136173:139239)  	chr7:154067656-154612448(probes 138750:138803)  	chr7:120310982-159345973(probes 135347:139239)  	0.11733	 0.11733		Actual Copy Change Given	0.75013	-0.0076546	0.93142	0.032986	-0.12096	0.76619	0.083712	0.016845	0.075128	0.47735	0	0.0055529	0.23628	-0.012851	0.0040303	-0.0051227	0.067375	0.023286	0.0051359	0.0048579	0.59566	0.015866	-0.0029091	0.68775	0.025671	0.18359	-0.52853	0.072827	0.015447	0.09101	0.11565	0.023005	0.0074028	-0.00013862	0.24867	0.038333	0.003191	0.027124	0.011261	0.018663	0.59436	-0.026206	0.53481	0.028976	0.78946	0.41329	0.071535	0.93874	0.030367	-0.00041585	0.020623	0.064082	0.023286	0.0416	0.0087528	0.757	0.0033299	-0.016572	0.13376	0.021603	0.08551	0.56525	0.63591	0.011261	0.026373	
Amplification Peak 15 - CN values	11q23.3 	chr11:118194357-118454447(probes 189874:189901)	chr11:118203403-118444730(probes 189875:189900)	chr11:117800377-135086622(probes 189829:191570)	0.11733	 0.13663		Actual Copy Change Given	0.054945	0.68231	0.83785	0.027638	-0.19263	0.015168	0.21201	0.28644	0.29326	0.15696	0.83395	0.037924	0.0016642	0.015587	0.0040266	0.00085214	0.080745	0.019223	0.058652	0.043723	0.12794	0.0033299	0.01447	0.038489	0.03328	0.10701	0.02659	0.64048	-0.0037395	0.13672	0.13036	0.099579	0.028763	0.030873	0.016801	0.086796	0.0081959	0.014796	0.62497	0.011539	0.027421	0.50637	0.076967	-0.011678	0.024948	0.13022	0.17166	0.40158	0.21207	0.027638	0.0070826	0.056085	-0.090361	0.18026	-0.00055444	0.28612	0.010311	1.3941	-0.0020784	0.036651	0.1139	0.10424	0.11829	0.0024969	0.0063871	
Amplification Peak 16 - CN values	11q25   	chr11:133389351-133472586(probes 191471:191482)	chr11:133399253-133462645(probes 191472:191481)	chr11:117800377-135086622(probes 189829:191570)	0.11733	 0.11733		Actual Copy Change Given	0.054945	0.68231	0.83785	0.06494	-0.19263	0.015168	0.21201	0.011121	0.28628	0.15696	0.85225	0.071535	0.0016642	0.015587	0.0040266	0.00085214	0.037782	0.97667	0.058652	-0.0013858	0.1492	0.0033299	0.01447	0.038489	-0.072007	0.059794	0.02659	0.62947	-0.047801	0.13672	0.13036	0.099579	0.028763	0.030873	0.016801	0.19785	0.063652	0.014796	0.62624	0.011539	0.027421	0.50637	0.076967	-0.011678	0.024948	0.13022	0.17166	0.41446	0.19689	0.027638	0.0070826	0.056085	0.089272	0.18026	-0.00055444	0.14533	0.015727	0.78956	-0.0020784	0.032854	0.36002	0.10424	0.11829	0.0024969	0.0063871	
Amplification Peak 17 - CN values	12p13.32	chr12:1-7612001(probes 191571:192289)               	chr12:3482424-4116244(probes 191854:191919)        	chr12:1-12030220(probes 191571:192746)             	0.11733	 0.11733		Actual Copy Change Given	-0.0029091	-0.0066877	0.012661	0.012237	0.082325	0.276	0.0088309	0.033127	0.63335	0.37677	0.012376	0.016006	-0.0088526	-0.10552	0.0045861	0.0023581	0.3628	0.0072217	0.008892	0.044841	0.0012481	0.33593	0.00069327	0.10542	0.012376	0.9469	0.042243	-0.0036011	0.03572	0.0054139	0.0065262	0.17272	0.61118	-0.0010407	0.08171	0.037768	0.51961	-0.0027236	-0.020824	-0.00069303	0.010146	-0.039258	0.044826	0.93946	-0.011357	-0.007472	-0.0012473	-0.00059793	0.049824	0.00083195	0.0073609	-0.0053992	0.14875	0.14518	0.0079175	0.73986	-0.0015243	0.73056	-0.00013862	0.01433	0.0076392	0.0049969	-0.020138	0	0.0015255	
Amplification Peak 18 - CN values	12p12.1 	chr12:21487006-21623758(probes 193742:193759)    	chr12:21496663-21613948(probes 193743:193758)    	chr12:18073767-22149129(probes 193390:193815)    	0.11733	 0.11733		Actual Copy Change Given	-0.0029091	-0.0066877	-0.024524	0.029325	-0.055505	0.53204	0.0088309	0.017124	0.87377	0.23457	0.012376	0.030029	-0.0088526	-0.10552	0.0045861	0.0023581	0.17362	0.0072217	0.008892	-0.00055444	0.0012481	0.33593	0.00069327	-0.0016629	0.012376	0.31114	0.0025724	-0.0036011	0.064511	0.0054139	0.0065262	0.046133	0.094346	-0.0010407	0.08171	0.033817	0.51961	-0.0027236	-0.020824	-0.00069303	-0.0091286	-0.039258	0.044826	1.0815	-0.011357	-0.007472	-0.0012473	-0.00059793	0.090865	0.00083195	0.0073609	-0.0053992	0.050961	0.14905	0.0079175	0.76466	-0.0015243	1.1323	-0.00013862	0.0024969	0.0076392	0.0049969	-0.020138	0	0.0015255	
Amplification Peak 19 - CN values	12q24.33	chr12:1-133275309(probes 191571:204574)           	chr12:130716596-130762510(probes 204374:204378)	chr12:130716596-130792447(probes 204374:204381)	0.24828	 0.24828		Actual Copy Change Given	-0.0029091	-0.041475	-0.0022168	-0.1071	-0.22084	0.046984	-0.32047	-0.13523	-0.37268	-0.018078	-0.0055332	-0.48376	-0.024935	-0.11576	-0.76243	0.0023581	-0.092444	0.0027745	0.48595	-0.061958	-0.085473	-0.24521	-0.32147	-0.0016629	-0.37414	-0.37268	-0.70643	-0.0036011	-0.54824	-0.0099565	-0.011611	-0.0040162	-0.51743	0	-0.025251	-0.11706	-0.58564	-0.17912	-0.020824	-0.00069303	-0.0034627	-0.039258	0.019639	-0.038916	-0.011357	-0.11626	-0.0043075	-0.051109	-0.29473	-0.016382	-0.57031	-0.0039043	-0.23789	-0.1071	0.72773	-0.005261	0.044715	0.44748	-0.00013862	-0.047124	-0.14236	-0.043602	-0.020138	-0.0021314	0.0015255	
Amplification Peak 20 - CN values	13q34   	chr13:111873900-112576350(probes 214189:214259)	chr13:111883792-112566881(probes 214190:214258)	chr13:108174807-112792744(probes 213801:214285)	0.11733	 0.11733		Actual Copy Change Given	0.0043807	1.1285	-0.015466	0.046275	0.70156	-0.0081624	-0.0053216	-0.037332	-0.043331	-0.01106	0.0022193	0.01419	0.0013868	-0.02603	0.5175	-0.12603	-0.15835	-0.90206	-0.015329	0.6954	-0.0092666	-0.045364	-0.048883	-0.028218	0.015028	0	-0.059312	0.001803	0.019783	-0.035633	-0.1712	-0.078144	-0.024524	-0.045629	0.0010664	-0.2836	-0.010784	-0.00036871	0.0054139	-0.0064274	-0.0044312	-0.0029091	-0.011366	-0.040953	0.0090097	-0.46844	-0.0062286	-0.6097	0.070243	0.0081959	-0.023292	-0.51154	-0.28881	0.0087528	-0.0041546	0	0.0029133	-0.033514	-0.0031859	-0.0077482	0.29979	-0.012713	-0.015329	0.00013863	0.0037465	
Deletion Peak  1 - CN values	1q44    	chr1:247443813-248956422(probes 24826:24847)    	chr1:247476399-248956422(probes 24830:24847)    	chr1:247453735-248956422(probes 24827:24847)    	0.053789	   0.054398		Actual Copy Change Given	-0.0010882	-0.24582	-0.031768	-0.85011	0.14176	0.00069327	0.17582	-0.27105	-0.063838	-0.0064194	-0.0040162	-0.0092666	-0.13716	0.0040243	-0.0071248	-0.067056	-0.028901	-0.04428	-0.14327	-0.019314	0.00013863	0.016985	-0.17373	0.004719	-0.048613	0.016146	0.022801	-0.00069303	0.014051	0.0037465	0.0034687	0	-0.011887	-0.046041	-0.010551	0.028045	-0.079476	0.0085156	0.0018366	0	-0.10697	0.0077783	-0.0014162	-0.013992	0.055636	0.004719	-0.16001	0.0035109	0.52503	0.0023581	-0.013632	-0.0033243	0.021603	0.0054139	0.0091705	-0.0067188	0.0044663	0.004852	0.0030522	-0.55196	-0.0076101	0.00083195	-0.05496	-0.0019685	-0.038442	
Deletion Peak  2 - CN values	2q37.3  	chr2:231921686-242193529(probes 48294:49303)    	chr2:241342665-242193529(probes 49283:49303)    	chr2:227535512-242193529(probes 47821:49303)    	4.0041e-06	 4.0041e-06		Actual Copy Change Given	-0.84312	-0.065356	-1.0522	-0.084793	-0.0026387	-0.21602	-0.033192	-0.0016629	-0.051316	-0.024524	0.00013863	0.0097276	-0.051451	-0.18106	-0.0020723	-0.20604	-0.11874	-0.043195	-0.018902	0.0073609	0.00075224	-0.042381	-0.86578	-0.011818	-0.11024	-0.018686	-0.25218	0.0026357	-0.29815	-0.014441	0	-0.045364	-0.020961	-0.024114	0.0025318	0.010131	0.0023581	-0.25124	-0.049965	0.0043021	-0.1276	0	0.0002469	0.0059027	-0.13331	-0.00016684	-0.10864	-0.014228	-0.18144	-0.69703	-0.049641	0.050677	-0.12694	0.0038854	-0.040706	0.0039315	-0.051586	0	-0.040345	-0.082053	-0.0063668	-0.60167	-0.0028756	0.0019418	-0.019314	
Deletion Peak  3 - CN values	3q11.2  	chr3:89474679-94065704(probes 58246:58456)        	chr3:91452366-94065704(probes 58450:58456)        	chr3:91462300-94025802(probes 58451:58452)        	0.0080937	  0.0085698		Actual Copy Change Given	0.0062481	0.0062638	-0.0067813	-0.047531	0.1152	-0.20344	0.012594	0.0094491	-0.005571	0.001451	0.024689	-0.0038779	0	0.0065262	0.0038914	0.013632	-0.10906	0.030591	-0.1281	0.0058309	-0.00027724	0.0083351	0.0024969	-0.73126	0.0095883	0.0065262	-0.0026954	0.004933	0.031295	0	-0.0033243	-0.34572	-0.044551	0.011466	-0.72656	-0.031829	-0.0066432	0	0.015866	0.0054139	0.0013868	0.008892	-0.0023856	-0.029924	-0.0054864	0	0.0029133	-0.010784	0.086377	0.0038854	0.0069435	0.00013863	-0.0093744	0.013074	0.011121	0.0040243	0.0070826	0.0095824	0.0044411	0.0013339	0.030591	-0.017254	0.0048579	-0.00097017	0.017963	
Deletion Peak  4 - CN values	3q29    	chr3:193376968-197615820(probes 68615:69047)    	chr3:196035259-197586333(probes 68888:69044)    	chr3:193436010-198295559(probes 68621:69068)    	0.049299	   0.049299		Actual Copy Change Given	0.0062481	-0.72582	-0.0042929	0.042166	-0.052403	0.079303	-0.076882	-0.027237	0.039619	0	-0.067324	-0.0037395	0	0.0065262	0.0038914	0.013632	-0.087314	-0.0073751	-0.1281	-0.12992	-0.00027724	-0.00097017	-0.00027724	0.0052749	-0.14142	-0.019177	-0.15841	0.0075	-0.22883	0	-0.024747	-0.012337	-0.089037	0.011466	0.064753	-0.46739	-0.0066432	0.0056001	0.015866	-0.0057122	0.004719	0.0049175	-0.36172	-0.10887	-0.78489	0	0.0029133	-0.02151	-0.32379	0.0038854	-0.062361	0.00013863	-0.073343	0.013074	0.00099182	0.0040243	0.0070826	0.0095824	0.0044411	0.0013339	-0.071873	-0.0062699	0.0048579	-0.00097017	0.017963	
Deletion Peak  5 - CN values	4q35.1  	chr4:131788483-190214555(probes 82043:87781)    	chr4:183626754-184842235(probes 87349:87470)    	chr4:183582488-186111687(probes 87343:87598)    	0.17747	    0.17845		Actual Copy Change Given	-0.29674	-0.031949	-0.0078863	-0.026714	-0.30816	-0.0088526	0.0045191	-0.16128	-0.050641	-0.054151	0.012097	-0.16115	-0.027565	0	-0.0060936	0.001803	0.047978	-0.17436	0.0034687	-0.0019399	-0.0019399	-0.015731	-0.0073339	-0.018628	0.0020805	0	-0.031558	0.00458	-0.32235	-0.0071337	-0.017254	-0.33341	0.0023581	-0.091684	-0.041745	-0.039	-0.010922	-0.072482	-0.021373	-0.017941	-0.28786	-0.0055949	-0.012192	-0.035378	-0.40173	-0.27332	-0.056307	-0.10543	-0.41707	-0.030404	0.0062481	-0.004859	0.02511	-0.011611	-0.32455	-0.0049844	-0.093271	-0.015039	-0.023977	-0.015604	-0.35897	-0.37583	-0.03245	-0.0027707	-0.095384	
Deletion Peak  6 - CN values	5q15    	chr5:60458461-102373674(probes 93855:98149)      	chr5:94500935-95806570(probes 97342:97479)        	chr5:94136945-102283987(probes 97303:98140)      	0.043818	   0.043818		Actual Copy Change Given	0.0024969	-0.25035	0.00097064	0.044715	-0.0089971	0	-0.050159	-0.1338	-0.2411	-0.0013858	-0.0036011	-0.35658	-0.007472	0.0034687	0.00019369	0.0087528	0.034959	0.028903	0.0055529	0.0058309	0.00061908	-0.17411	-0.0033243	0.0023581	-0.80609	-0.12174	-0.47453	-0.00069303	-0.0037395	-0.0024938	0.0015255	-0.32843	-0.61287	0.0076392	0.030126	-0.11418	-0.00055444	0.0025441	-0.056981	-0.15131	0.00097064	0.00069327	-0.0088829	-0.42955	-0.0022383	-0.22834	-0.0015243	0.020623	0.082188	0.003191	0.0090312	0	-0.089567	0.0056919	0.013213	-0.00097017	-0.018628	0.0006874	-0.0053992	-0.010579	-0.00027724	-0.00013862	0	0.0013868	0.020203	
Deletion Peak  7 - CN values	5q22.3  	chr5:114418791-115134114(probes 99372:99441)    	chr5:114553151-114653620(probes 99387:99388)    	chr5:105802136-116146424(probes 98491:99547)    	0.0005637	  0.0005637		Actual Copy Change Given	-0.0049576	-0.89659	0.00097064	-0.015191	-0.23468	0	-0.050159	-0.1338	-0.23129	-0.0013858	-0.0036011	-0.3119	-0.007472	0.0034687	0.00019369	0.0087528	0.034959	0.028903	0.0055529	0.0058309	0.00061908	-0.17411	-0.0033243	0.0023581	-0.82089	-0.12174	-0.35792	-0.00069303	-0.0037395	-0.0024938	0.0015255	-0.32461	-0.60622	0.0076392	0.030126	-0.12136	-0.00055444	0.0025441	-0.056981	-0.15131	0.00097064	0.00069327	-0.0088829	-0.38688	-0.0022383	-0.22834	-0.0015243	0.020623	0.019083	0.003191	0.0090312	0	-0.28287	0.0056919	0.013213	-0.00097017	-0.018628	0.0006874	-0.0053992	-0.010579	-0.00027724	-0.00013862	0	-0.00056812	0.020203	
Deletion Peak  8 - CN values	5q34    	chr5:154685136-176632576(probes 103507:105763)  	chr5:168215290-169052942(probes 104907:104994)  	chr5:162881785-169268705(probes 104353:105017)  	0.053789	   0.054398		Actual Copy Change Given	-0.0049576	-0.26039	-0.1665	-0.15758	-0.24363	0	-0.060681	-0.1338	-0.27547	-0.0013858	-0.0036011	-0.39063	-0.007472	0.0034687	0.0041693	-0.028535	-0.0092666	-0.0032314	0.0034899	-0.019939	-0.0098185	-0.090591	-0.0033243	0.0023581	0.0011093	-0.06142	-0.38128	-0.00069303	-0.27284	-0.15797	0.0015255	-0.33491	-0.62293	-0.016979	0.0024632	-0.18837	-0.00055444	0.010347	-0.080674	-0.16739	-0.018353	-0.0098947	-0.0088829	-0.38688	-0.0022383	-0.22834	-0.0015243	-0.043195	0.033127	-0.018699	-0.0098351	0	-0.29474	0.0056919	-0.0011087	-0.00097017	-0.76441	0.0006874	-0.0053992	-0.012542	-0.025893	-0.00013862	-0.072942	-0.00056812	-0.13303	
Deletion Peak  9 - CN values	6q27    	chr6:166160783-166904199(probes 123151:123230)  	chr6:166217685-166634138(probes 123159:123201)  	chr6:166180404-166664470(probes 123153:123206)  	0.029491	   0.029491		Actual Copy Change Given	0.0091705	-0.019496	-0.00055444	-0.89771	0.051381	0.00097064	-0.010844	0.011765	-0.37223	-0.0013858	-0.0015169	-0.041431	-0.0011087	0.0022193	-0.00040981	-1.172	0.065083	0.033549	0.0090312	-0.12551	-0.0076101	-0.082402	-0.075078	0	-0.8848	-0.38369	0.0025213	0.019923	-0.22453	-0.0011087	-0.0093455	0.013492	-0.076012	0.0083351	-0.0035056	-0.0062426	0.0012481	0.0040045	-0.0027707	0.094782	-0.18898	0.0056919	-0.05013	0.011611	0.006922	0.011958	0.00041593	0.0020733	-0.3659	-0.0046459	0.0029133	-0.0033758	-0.073209	-0.72676	0.0034687	-0.00055444	0.0034687	-0.00097603	-0.13652	0.0079175	0.00055459	-0.0019399	-0.0070148	0.0019418	-0.87806	
Deletion Peak 10 - CN values	9p21.3  	chr9:21857344-22452886(probes 155712:155776)      	chr9:21957058-22134427(probes 155723:155739)      	chr9:21966912-21996472(probes 155724:155725)      	0.24537	    0.24736		Actual Copy Change Given	-0.81441	-0.0077927	0	0.028903	-0.017123	0.00083195	0.58355	-0.00027724	-0.2442	-0.15311	-0.29421	-0.10289	0.004373	-0.005814	-0.007466	0.0022193	-0.070937	0.034113	-0.0036011	0	-0.0040579	0	-0.01037	0.28739	-0.067592	0.00458	-0.18628	0	0.0076392	-0.0048461	-0.0393	-0.052531	0.0063041	-0.007472	0.80805	-0.51672	-0.061555	-0.0061816	-0.074144	0.00055459	-0.031496	-0.92808	0.0046885	0.010775	-0.004247	-0.030131	-0.0011087	-0.0036011	-0.59653	-0.029311	0.026795	0.066813	-0.18169	0.0044411	0.0070826	-0.77839	-0.0060904	-0.61796	0.0034687	-0.0054245	0.0029133	0.00069327	-0.11339	-0.00041585	0.010006	
Deletion Peak 11 - CN values	10q26.12	chr10:111075068-133797422(probes 176099:178342)	chr10:119946270-120603425(probes 177026:177097)	chr10:111245677-133797422(probes 176121:178342)	0.013789	   0.013789		Actual Copy Change Given	-0.0026322	-0.0057203	-0.11555	0.023847	-0.44254	-9.4913e-06	-0.001308	-0.14091	-0.025346	-0.022195	-0.0063668	-0.30051	-0.017803	-0.0029091	-0.0070052	-0.014641	-0.0083005	0.0091705	-0.021235	-0.041974	-0.0059522	-0.07921	0	-0.0027707	-0.10933	-0.023292	0	-0.0012473	-0.0059522	0.00013863	-0.20759	-0.10001	-0.050776	-0.044004	-0.02443	0.00067919	-0.033405	-0.002862	0.0075	-0.0069195	-0.031223	-0.0077482	-0.00086196	-0.78669	-0.0034841	-0.39886	-0.0008316	-0.037184	-0.30181	0	-0.020824	-0.0056757	-0.26492	0	-0.80784	-0.023018	-0.045093	-0.0024996	-0.0696	0.0026357	-0.11012	-0.01409	0.0029133	0.0012481	0.010006	
